Q339896	Ajith Kumar
Q1321023	Some Kind of Monster
Q109686	Tulare County
Q434585	Mike Judge
Q11598	Arrested Development
Q207735	St. Louis Blues
Q144756	Let the Right One In
Q9465	ethics
Q483978	Pentecostalism
Q112243	Academy Award for Best Original Song
Q93188	Errol Flynn
Q754803	wuxia
Q141810	Laval
Q607514	EastEnders
Q3417981	Rajendra Nath
Q211136	Jaco Pastorius
Q39178	Port of Spain
Q11703	United States Virgin Islands
Q124147	Scorpions
Q485536	Summit County
Q203059	Virgin Records
Q9312	Immanuel Kant
Q3994962	1984 NCAA Men's Division I Basketball Tournament
Q11725	Chongqing
Q1204714	Pratt Institute
Q34820	Santo Domingo
Q299228	Brad Jones
Q579220	Lynn Compton
Q203804	Tim Roth
Q39631	physician
Q2465518	John Wells
Q18515	Grimsby Town F.C.
Q59821	Robert Wise
Q1753575	Educating Rita
Q1144422	The Prizefighter and the Lady
Q287451	Martin Ritt
Q845043	Frosinone Calcio
Q493799	How to Make an American Quilt
Q47100	Ben Stiller
Q511074	Dr. John
Q154421	Ed Asner
Q1555	Guatemala City
Q8743	Thomas Alva Edison
Q54365	ska
Q363698	Johnny Mercer
Q309996	Bandai Namco Amusement
Q211756	dance-pop
Q50816	Mississauga
Q2710	Delfino Pescara 1936
Q307882	Judy Davis
Q1543744	Portland Pirates
Q326426	string
Q299314	Danny Aiello
Q464653	The Quiet American
Q108047	Kern County
Q47875	Robbie Williams
Q634684	Roger Bart
Q76717	Claudia Schiffer
Q223336	3rd United States Congress
Q622813	Newbery Medal
Q846088	I Know Who Killed Me
Q1010244	West Chester
Q2413622	The End Records
Q494048	The Bourne Legacy
Q836622	Lords of Dogtown
Q470665	Secretariat
Q1436734	adventure
Q188850	Mamma Mia!
Q1743733	Leslie Dilley
Q483942	Will County
Q26806	Danny DeVito
Q208263	The Green Mile
Q529696	Horton Foote
Q823384	Shimizu S-Pulse
Q272923	Ryan O'Neal
Q312434	Gustavo Santaolalla
Q105960	William Powell
Q28180	Jefferson City
Q616591	Oberlin College
Q382616	flugelhorn
Q156385	Park County
Q468339	Gulzar
Q160528	Burt Lancaster
Q296050	Kavala F.C.
Q332664	Willem II
Q1480747	Taking Lives
Q73416	Jimmy Smits
Q201234	The Adventures of Robin Hood
Q382289	Star Wars: The Clone Wars
Q1016	Libya
Q1146345	G.I. Joe: Retaliation
Q4724516	Ali
Q744038	role-playing video game
Q274562	Loreena McKennitt
Q1400	Pennsylvania
Q1424825	Captain Corelli's Mandolin
Q1124841	PFC Lokomotiv Plovdiv
Q958630	John W. Campbell Award for Best New Writer
Q733627	A Place in the Sun
Q878902	Golden Globe Award for Best Animated Feature Film
Q7934	Frank Herbert
Q80596	Arthur Miller
Q1180	Jammu and Kashmir
Q892	J. R. R. Tolkien
Q538438	Shining Through
Q509050	Albert S. D'Agostino
Q732960	Drive
Q1326340	Grammy Award for Best Comedy Album
Q233922	Jennifer Esposito
Q263239	71st Academy Awards
Q13955	Arabic
Q907481	Columbia Business School
Q6986	Gotha
Q224130	Fantastic Four
Q288337	George Seaton
Q1401524	University of Santo Tomas
Q381477	Kamal Haasan
Q202866	animated film
Q135315	The Sweet Hereafter
Q1471357	2006 NBA Draft
Q314208	Buddy Guy
Q1567748	Union College
Q9353	John Locke
Q622742	Where the Wild Things Are
Q2698384	Goodbye, Mr. Chips
Q220335	William Fichtner
Q216720	The Rock
Q296328	David Wenham
Q298761	Clive Barker
Q143451	University of Central Florida
Q289	television
Q141359	Oliver!
Q460664	Prizzi's Honor
Q2116124	Tom Fontana
Q14656	Unix-like operating system
Q631103	Mean Girls
Q1166158	dark cabaret
Q231286	Emmylou Harris
Q1387617	Phil Alden Robinson
Q71100	Steuben County
Q42101	Denzel Washington
Q708153	Seymour Cassel
Q189875	Alice in Wonderland
Q309621	The Mask of Zorro
Q103646	Ron Howard
Q125106	Salma Hayek
Q204474	id Software
Q83059	Saul Bellow
Q519821	Mamoru Miyano
Q676513	Meet Joe Black
Q844	James Bond
Q110354	The Great Escape
Q867283	The Iron Giant
Q187278	Toy Story 3
Q525304	Blair Underwood
Q41342	Mary Tyler Moore
Q622435	Looney Tunes
Q94919	Waukesha
Q310617	Paris, je t'aime
Q496523	heist film
Q519473	Ve Neill
Q49261	Mesa
Q129864	First War of Indian Independence of 1857
Q1619977	Alexander's Ragtime Band
Q43380	CBS
Q1341009	Starman
Q153265	University of Cincinnati
Q310515	Bernard Hill
Q258255	Elizabeth Daily
Q266467	Kate Nelligan
Q11190	medicine
Q1111640	Colorado State University
Q129817	Russell Crowe
Q676098	When You Believe
Q313819	Anonymous
Q50020	John Stuart Mill
Q232101	Rachael Leigh Cook
Q203976	Shamrock Rovers F.C.
Q964815	Steve Englehart
Q25411	Helsingborg
Q358032	Aidan Gillen
Q551762	Deconstructing Harry
Q355116	Will Arnett
Q725828	Lorenz Hart
Q892735	The Great Gatsby
Q287607	Rob Reiner
Q76473	University of Southampton
Q1143287	Thirteen Conversations About One Thing
Q162667	Glen Campbell
Q660545	Arif Mardin
Q182625	Windsor
Q35572	Union of European Football Associations
Q20138	Roxbury
Q920783	Royal Gold Medal
Q141447	Town & Country
Q40248	Julie Bowen
Q163286	Hugh Grant
Q461595	Atlanta Braves
Q888311	Bob Weinstein
Q984544	Traverse City
Q200586	Sheryl Crow
Q64150	Albert Bassermann
Q498906	Ferris Bueller's Day Off
Q1479	Bordeaux
Q1545	Cyndi Lauper
Q664532	Germany in Autumn
Q1538	Pune
Q501284	Harford County
Q581714	animated series
Q501292	Luzerne County
Q258846	Rickie Lee Jones
Q200873	The Lost World: Jurassic Park
Q621529	Lady in the Water
Q1779543	Felix Leiter
Q6123628	William Chang
Q1928373	Michael L. Printz Award
Q232072	Julia Louis-Dreyfus
Q309932	Bruce Campbell
Q1091031	MTV Video Music Award for Best Female Video
Q44016	Markham
Q42646	Windsor Castle
Q302186	Beast
Q7771034	The U
Q1365174	Divorce, Italian Style
Q185147	Gary Moore
Q181930	Nigeria national football team
Q6661	French cuisine
Q5682	Miguel de Cervantes
Q14045	Moby
Q972741	Fort Lauderdale Strikers
Q550558	The Muppets
Q899140	Genentech
Q318169	Abe Lincoln in Illinois
Q172742	Nintendo Entertainment System
Q298920	Charles M. Schulz
Q36153	Beyoncé
Q80987	Fluminense F.C.
Q16538	South Park
Q270665	Shilpa Shetty
Q249643	Liga Deportiva Universitaria de Quito
Q2347975	Governor of New York
Q5593755	Grammy Award for Best Bluegrass Album
Q2336819	operatic pop
Q683351	Syrianska FC
Q7482056	Irish traditional music
Q182589	William Morris
Q7816353	Tom Johnson
Q3019364	Daytime Emmy Award for Outstanding Lead Actor in a Drama Series
Q4093	Glasgow
Q347346	102nd United States Congress
Q1320315	Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Supporting Role
Q1099153	clavinet
Q8663	Korean War
Q334242	Asghar Farhadi
Q213714	bluegrass music
Q1966681	Ralph Burns
Q23156	Devon
Q1326975	University of Wyoming
Q8835	RCD Mallorca
Q2450848	StudioCanal
Q79838	accordion
Q837264	Bridesmaids
Q1061541	A Prophet
Q200229	House of Savoy
Q223884	Hotel Rwanda
Q314215	Robert Anton Wilson
Q6420832	Michael Gladis
Q105420	anthology
Q3566895	We're the Millers
Q1529437	tactical role-playing game
Q95143	Carol Reed
Q1154971	over-the-counter drug
Q221464	Gilbert Gottfried
Q3157185	Jack Giarraputo
Q1067935	Laval University
Q278997	Big Fish
Q1515757	jump blues
Q887797	Bob Beemer
Q600301	Troy
Q315051	James Brolin
Q222041	Hairspray
Q206576	Hugo
Q105304	Academy Award for Best Foreign Language Film
Q467053	A Bridge Too Far
Q1520004	Goya Award for Best Actor
Q213869	James Newton Howard
Q449030	Hal David
Q365844	Jerry Weintraub
Q1351911	Fame
Q684288	Stewie Griffin: The Untold Story
Q213574	Rutger Hauer
Q8680	British Empire
Q221535	Eddie Vedder
Q37073	pop music
Q48948	Port Vale F.C.
Q1040	Karlsruhe
Q201864	Tampa Bay Lightning
Q216153	A Bug's Life
Q360477	Peter Weller
Q466514	The Duchess
Q40325	Springfield
Q131425	visual kei
Q845859	Cruz Azul F.C
Q1145054	NBC Mystery Movie
Q110426	Travis County
Q462471	power forward
Q1372770	William Sanderson
Q191027	Patricia Neal
Q445116	Vincent Kartheiser
Q342364	Ben Sahar
Q1664537	Inside Deep Throat
Q1337779	Raphael Saadiq
Q366804	William Orbit
Q1010556	Bureau of Land Management
Q4600249	2002 Major League Baseball draft
Q175038	12 Monkeys
Q1436574	For the Boys
Q726142	Giancarlo Esposito
Q851611	Bugsy Malone
Q5078430	Charles Grenzbach
Q192410	Jennifer Hudson
Q1055728	Law & Order: Criminal Intent
Q943028	Larry Miller
Q47170	Nobel Prize in Economics
Q242707	Paul Bettany
Q363386	Dermot Mulroney
Q2332751	avant-garde music
Q7822183	Tony Dawe
Q54159	Lesser Poland Voivodeship
Q607939	Orlando Pirates F.C.
Q105254	1. FSV Mainz 05
Q2030510	The Singing Detective
Q185214	Anna Christie
Q2003342	Neath
Q48370	Manchester
Q780528	Atlus
Q39338	orange
Q551478	Charlie Daniels
Q910864	62nd Academy Awards
Q852071	Silver Star
Q1536722	In America
Q70802	French Third Republic
Q2305269	all-rounder
Q1418	Nokia
Q12271	architecture
Q191543	Terminator Salvation
Q11224	United States Coast Guard
Q217199	soundtrack
Q3241928	MTV2
Q216344	Arlington National Cemetery
Q276392	Saw III
Q980308	Dressed to Kill
Q4673430	Achala Sachdev
Q50662	Goethe University Frankfurt
Q1706523	2008 NFL season
Q159288	Santa Barbara
Q181001	erotica
Q27293	Western Asia
Q908933	Donna Summer
Q109128	Gwynedd
Q1977021	Children of the Revolution
Q49190	Waltham
Q1125021	Confederate States Army
Q323318	Dark Shadows
Q184163	Colchester
Q246418	Gulliver's Travels
Q169923	County Galway
Q23148	Cornwall
Q58381	Duran Duran
Q1085	Prague
Q313371	Erich Wolfgang Korngold
Q435696	Melissa Mathison
Q375419	Corey Feldman
Q1748231	Clean and Sober
Q979778	Richard Masur
Q370918	Keith David
Q9684	The New York Times
Q383173	Caché
Q901213	Four Weddings and a Funeral
Q110278	Vanilla Sky
Q21935651	Dunkirk
Q709413	Arthur Freed
Q310800	John Reed
Q276	Eurovision Song Contest
Q634	planet
Q939424	Sergeant York
Q989447	Primetime Emmy Award for Outstanding Lead Actress in a Miniseries or a Movie
Q224754	Tony Goldwyn
Q901407	Dame
Q61078	Walter Benjamin
Q222749	acting
Q773	Overijssel
Q2756	Robur Siena
Q1445521	Tony Award for Best Actor in a Play
Q2323986	Bill Mantlo
Q18513	Gateshead F.C.
Q62503	Victor Fleming
Q78994	Napoleonic Wars
Q186941	Columbia Pictures
Q943192	Fantasia
Q128891	Lafayette
Q52996	Marshall, Texas
Q1908566	Laguna Beach
Q108941	Carrie Fisher
Q622947	Jane's Addiction
Q739780	Oz
Q937005	The Craft
Q103618	Academy Award for Best Actress
Q8377	oboe
Q209471	Telly Savalas
Q319761	Aberystwyth University
Q2157353	Robert Greenhut
Q17714	Stephen Hawking
Q1952	Nova Scotia
Q9617	Arsenal F.C.
Q54439	Hillsborough County
Q11401	hip hop music
Q597250	PFC Botev Plovdiv
Q182254	The Simpsons Movie
Q352766	Steven Wilson
Q1560114	United States House Committee on Energy and Commerce
Q1338610	Maulik Pancholy
Q1720	Mainz
Q2095173	jam band
Q780951	Greystoke: The Legend of Tarzan, Lord of the Apes
Q691283	St John's College
Q876726	Cam Clarke
Q55407	Raj Kapoor
Q136696	Lasker-DeBakey Clinical Medical Research Award
Q1405126	American Psycho
Q1247201	Batman
Q158214	Bipasha Basu
Q1336107	Moonstruck
Q622763	Legend of the Guardians: The Owls of Ga'Hoole
Q1189728	Wuthering Heights
Q8098	1904 Summer Olympics
Q55249	Ken Russell
Q339527	Launceston
Q269	Tashkent
Q49	North America
Q8731	Los Angeles International Airport
Q29445	Juneau
Q1543	A.C. Milan
Q55431	Wong Kar-wai
Q211831	David Suchet
Q318296	kidnapping
Q298682	Djimon Hounsou
Q1072843	Don Hahn
Q40191	Hobart
Q214346	Viacom
Q1708504	Josh Homme
Q39809	marketing
Q102813	Yul Brynner
Q2693	Parma Calcio 1913
Q605233	Tokyo Broadcasting System Holdings
Q284229	You've Got Mail
Q436530	Dorothy Jeakins
Q276533	Racing Club de Avellaneda
Q138578	Hoboken
Q237214	Lesley Ann Warren
Q272977	Robert Patrick
Q2292697	As You Like It
Q3630	Jakarta
Q489255	Sioux City
Q1137899	Funny People
Q484881	Peter Falk
Q38066	existentialism
Q719	Saginaw
Q433417	Keith Carradine
Q228733	Lea Michele
Q214226	Lauryn Hill
Q4220900	MTV Movie Award for Best On-Screen Duo
Q593726	P.S. I Love You
Q1356410	Bewitched
Q1310	Arnhem
Q2023	Nunavut
Q1637139	The Missing
Q986200	Decatur
Q281908	Jim Steinman
Q1171276	The Brink's Job
Q41548	Antonio Banderas
Q369900	An Alan Smithee Film: Burn Hollywood Burn
Q640561	A Separation
Q39975	Dazed and Confused
Q230320	Julie Benz
Q2162645	Roland Anderson
Q210812	The Expendables 2
Q936683	Nebula Award for Best Novelette
Q240714	Heather Mitts
Q49017	Hugh Laurie
Q107226	The Bourne Ultimatum
Q787148	BAFTA Academy Fellowship Award
Q1368943	cerebral hemorrhage
Q467262	Cactus Flower
Q458464	John Astin
Q40912	Frank Sinatra
Q849435	MTV Video Music Award for Best Choreography
Q364881	Trevor Rabin
Q11869	William Henry Harrison
Q170614	Ryanair
Q93227	Nikolai Rimsky-Korsakov
Q43228	Goodbye, Mr. Chips
Q523957	Funkadelic
Q58771	Apache County
Q969270	Recess: School's Out
Q2814	Halle (Saale)
Q178837	Disney Channel
Q195604	Skull and Bones
Q49219	Irvine
Q1635819	Titus
Q8371	cello
Q1215857	The Russians Are Coming, the Russians Are Coming
Q284876	Sam Waterston
Q229268	Patricia Clarkson
Q2294168	Murphy's Romance
Q11661	Information Technology
Q23831	The Office
Q761309	64th Golden Globe Awards
Q43668	Louisville
Q498024	Oakland County
Q1537303	Gonzaga University
Q285625	Augusta County
Q155412	Toni Braxton
Q653772	Pittsburgh Pirates
Q8339	Scott Farrar
Q19587	Crewe Alexandra F.C.
Q744417	Italo disco
Q3596884	105th United States Congress
Q542988	Anchors Aweigh
Q257830	Naples
Q888535	Bobby Farrelly
Q984374	Jackson
Q18474	Halesowen Town F.C.
Q1929352	roots rock
Q189080	Lou Reed
Q511964	Petersburg
Q442547	Stephen Graham
Q514416	The Sessions
Q147077	Emma Stone
Q1431567	Holiday Inn
Q1356617	Paul Smith
Q1970454	Pietro Scalia
Q73965	Al-Hilal FC
Q230534	Rebecca Hall
Q1743785	Jimmy Neutron: Boy Genius
Q1200672	Design for Death
Q188652	Rocky
Q201674	The Deer Hunter
Q492321	Jay Mohr
Q329577	Victor McLaglen
Q1852025	Sequoia Capital
Q49757	poet
Q1282	Lazio
Q1643563	prescription drug
Q138005	Michael Keaton
Q229169	Mo'Nique
Q424984	Oakville
Q379808	Elias Koteas
Q1174454	David Franzoni
Q47774	France national football team
Q516390	Robert Young
Q2948728	2009 NCAA Men's Division I Basketball Tournament
Q8740	Vietnam War
Q968730	industrial rock
Q1353	Delhi
Q107130	Rajesh Khanna
Q673517	Batman: The Animated Series
Q712457	Tim Matheson
Q392530	Treasure Planet
Q1150623	Come and Get It
Q8603	U.S. Sassuolo Calcio
Q570567	Last Tango in Paris
Q49156	Gloucester
Q1542334	2006 Grammy Awards
Q3634702	Reliance Entertainment
Q2562884	Pepe
Q162729	Braveheart
Q62547	Michael Ballhaus
Q1523560	Just Imagine
Q1356427	Ernest Lehman
Q1872239	Louisiana Tech University
Q43267	The Jackson 5
Q170018	110th United States Congress
Q122713	Insidious
Q7251	Alan Turing
Q909189	Darlington F.C.
Q369717	Bruce Timm
Q376749	Chittagong
Q941662	Heart
Q1362106	Michael Balcon
Q3460856	Eat Bulaga!
Q58688	Pima County
Q539955	Richard Thompson
Q157352	FSV Frankfurt
Q500672	The Candidate
Q131861	Sergei Rachmaninoff
Q2140930	Walt Disney Imagineering
Q23517	Ricky Gervais
Q179157	The Notorious B.I.G.
Q251287	Waylon Jennings
Q1142073	Kellogg School of Management
Q152989	Western Front
Q16766	Andy Lau
Q8403	1948 Summer Olympics
Q614795	Mystery Train
Q490385	Bloomington
Q178416	Saint Petersburg Conservatory
Q780	chicken
Q179503	Ice Age: Dawn of the Dinosaurs
Q913775	Bridgeport Sound Tigers
Q574651	anti-folk
Q495804	The Flight of the Phoenix
Q104067	Eli Wallach
Q1332957	Elmer Gantry
Q1241447	Parinda
Q514985	Les Claypool
Q924289	King's College
Q530362	The Mothers of Invention
Q34389	Whitney Houston
Q201149	Fife
Q183425	abdominal pain
Q32522	Jennifer Aniston
Q86	headache
Q2141	Halifax
Q219772	PJ Harvey
Q162182	Watchmen
Q711415	Herbert Ross
Q5126318	Claremont McKenna College
Q2152459	Allen Leech
Q215562	Frederick Douglass
Q369747	war film
Q321423	Law & Order
Q192979	Clash of the Titans
Q185051	Christopher Walken
Q3417323	Daag: A Poem of Love
Q1437	Rajasthan
Q204920	Crown of Aragón
Q537849	Darrell Silvera
Q49146	New London
Q764760	Jagged Edge
Q1374731	Euro disco
Q259422	Masako Nozawa
Q230454	k.d. lang
Q164723	Charles Cornwallis, 1st Marquess Cornwallis
Q1056542	Easton
Q701	North Holland
Q2280511	Shy People
Q379052	Adult Swim
Q1757	Helsinki
Q47783	postmodernism
Q1364697	Iris
Q1379980	Haskell Wexler
Q1129023	Continuum
Q4215834	United States Secretary of the Treasury
Q1535133	Golden Raspberry Award for Worst Prequel, Remake, Rip-off or Sequel
Q962944	Jacob Vargas
Q316647	Randy Quaid
Q312570	LeVar Burton
Q1797817	Hampton University
Q168763	Liv Tyler
Q51123	D. W. Griffith
Q304030	Eat Pray Love
Q852900	Candlelight Records
Q2005056	Shopgirl
Q191132	Harvey Keitel
Q1033304	Hum Tum
Q1136806	Cotton Warburton
Q1813582	Guys and Dolls
Q967495	Vadivelu
Q1349205	Jason Miller
Q229513	Sarah Vaughan
Q16472	Robert Mitchum
Q29999	Kingdom of the Netherlands
Q1044808	Newburgh
Q856860	Hammond
Q196544	Aligarh Muslim University
Q626591	Texas Southern University
Q475618	John Byrne
Q9358	Friedrich Nietzsche
Q173500	County Dublin
Q23306	Greater London
Q739627	Pennsylvania State University
Q131327	homelessness
Q183066	The Hurt Locker
Q9325	Lufthansa
Q184219	Michelle Rodriguez
Q1247168	Roots
Q319783	Rambo: First Blood Part II
Q1397	Ohio
Q518675	Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture
Q7370534	Roti Kapda Aur Makaan
Q270200	conga
Q488946	Downey
Q1256981	San Francisco State University
Q747570	An American in Paris
Q111	Mars
Q1051840	Sarah Lawrence College
Q54082	Bristol County
Q37160	David Hume
Q2589831	The Miracle of Morgan's Creek
Q3018061	This Is the Army
Q103788	Mervyn LeRoy
Q935283	Grammy Award for Best Female Pop Vocal Performance
Q159063	The Reader
Q1140960	Sonic Team
Q283700	Chris Miller
Q624090	University of Southern Mississippi
Q207852	Elisabeth Shue
Q706641	Chad Hugo
Q208681	Kris Kristofferson
Q500992	Pasco County
Q263742	Monroe County
Q190519	Felicity Huffman
Q308840	Jean-Claude Van Damme
Q2741776	Mike B. Anderson
Q202801	Vanessa Williams
Q721027	Robert Chartoff
Q386053	Donny Osmond
Q203960	James Earl Jones
Q49145	New Haven
Q186506	mezzo-soprano
Q37100	Auckland
Q846421	West Hollywood
Q831698	drum machine
Q630767	Richard Taylor
Q1640319	experimental music
Q493787	Vicksburg
Q1225141	T-Bone Burnett
Q16560	palace
Q16970	church building
Q61347	Uwe Boll
Q563177	Noah Taylor
Q3994969	1993 NCAA Men's Division I Basketball Tournament
Q611672	Larry McMurtry
Q270351	American Gangster
Q523240	Concord
Q6096	Snoop Dogg
Q12195	poliomyelitis
Q2731453	Safe
Q45935	Perth Airport
Q1124080	Hide and Seek
Q7203418	Playing for Time
Q190076	Joe Cocker
Q939084	The Flintstones in Viva Rock Vegas
Q859448	50/50
Q190080	Carnegie Mellon University
Q159166	Vidya Balan
Q1129080	Contraband
Q7049261	Nondenominational Christianity
Q188568	North Macedonia national football team
Q174423	National Front for the Liberation of South Vietnam
Q179051	Kareem Abdul-Jabbar
Q1062280	Channel 5
Q468484	The Longest Day
Q1362097	Robert E. Sherwood
Q1443029	Frank Butler
Q489801	INXS
Q1428637	spoken word
Q454088	Lee Majors
Q2331807	Stanley Shapiro
Q296491	George Sanders
Q186702	Chattanooga
Q786	Dominican Republic
Q205679	London Borough of Hackney
Q345249	Charles Stross
Q917143	36th Academy Awards
Q511554	Anthony Mackie
Q2264347	Sling Blade
Q19689	Tirana
Q12770	Somme
Q1065711	Sullivan's Travels
Q11030	journalism
Q353019	Jerome Robbins
Q184775	Ipswich
Q318261	Lon Chaney Jr.
Q793241	Ayr United F.C.
Q696366	Naruto the Movie: Legend of the Stone of Gelel
Q706165	E. G. Marshall
Q2009	Yukon
Q3435067	Robert F. McGowan
Q552900	Kenan Thompson
Q23558	House
Q180251	Paddy Chayefsky
Q766	Jamaica
Q7612676	Steve Golin
Q9535	Shahrukh Khan
Q772148	starting pitcher
Q228925	Dana Delany
Q529165	Royal Oak
Q455749	Jacqueline Durran
Q854451	Celtic music
Q172653	Maggie Smith
Q945586	Monsoon Wedding
Q631947	Hush...Hush, Sweet Charlotte
Q1651279	Tom Scott
Q212990	Kim Ki-duk
Q162202	Nicki Minaj
Q275626	Larissa F.C.
Q706364	art director
Q712437	Garret Dillahunt
Q10998279	Mausam
Q129193	Kung Fu Panda
Q705	Zeeland
Q745594	Wilkes-Barre
Q925429	Eyes of Laura Mars
Q40032	T. R. Knight
Q2116797	The Opposite of Sex
Q1458	Calabria
Q244803	Ally McBeal
Q134798	Haruki Murakami
Q949429	Justin Bieber: Never Say Never
Q15079318	The Theory of Everything
Q341364	acid house
Q316878	Mike Patton
Q221236	Star Trek: First Contact
Q332032	Alice Cooper
Q466649	American Recordings
Q741691	Royal Australian Navy
Q2410088	Howard Gordon
Q1999724	Norman Wexler
Q2129100	Maccabi Haifa F.C.
Q1546001	Stax Records
Q1190137	Greater Boston
Q179257	Timbaland
Q3282637	film producer
Q49121	Harvard Medical School
Q458393	University of Durham
